messstelle_id,e32,e32num,n32,n32num,genau
218697120,3108XX,310850.0,56409XX,5640950.0,100
218697132,3108XX,310850.0,56409XX,5640950.0,100
218697211,3128XX,312850.0,56410XX,5641050.0,100
218697223,3128XX,312850.0,56410XX,5641050.0,100
218697314,3109XX,310950.0,56422XX,5642250.0,100
218697326,3109XX,310950.0,56422XX,5642250.0,100
218697338,3109XX,310950.0,56422XX,5642250.0,100
218697340,3109XX,310950.0,56422XX,5642250.0,100
218697417,3009XX,300950.0,56522XX,5652250.0,100
218697510,3119XX,311950.0,56416XX,5641650.0,100
218697521,3119XX,311950.0,56416XX,5641650.0,100
218697533,3119XX,311950.0,56416XX,5641650.0,100
218697612,3129XX,312950.0,56407XX,5640750.0,100
218697624,3129XX,312950.0,56407XX,5640750.0,100
218697715,3110XX,311050.0,56418XX,5641850.0,100
218697727,3110XX,311050.0,56418XX,5641850.0,100
218697739,3110XX,311050.0,56418XX,5641850.0,100
